0.2142	23.4737
0.4284	32.7628
0.6426	28.0402
0.8567	21.7408
1.0709	17.2866
1.2851	14.3791
1.4993	10.6507
1.7135	6.9427
1.9277	4.7743
2.1419	4.0968
2.3561	3.5263
2.5702	2.5893
2.7844	1.6834
2.9986	1.2628
3.2128	1.1512
3.427	0.9587
3.6412	0.6688
3.8554	0.4399
4.0695	0.3615
4.2837	0.3298
4.4979	0.2606
4.7121	0.1745
4.9263	0.1199
5.1405	0.1056
5.3547	0.0936
5.5688	0.0699
5.783	0.0457
5.9972	0.0337
6.2114	0.0308
6.4256	0.0261
6.6398	0.0185
6.854	0.0121
7.0682	0.0097
7.2823	0.0089
7.4965	0.0072
7.7107	0.0048
7.9249	0.0033
8.1391	0.0028
8.3533	0.0025
8.5675	0.0019
8.7816	0.0013
8.9958	0.00091445
9.21	0.00083019
9.4242	0.00071335
9.6384	0.0005128
9.8526	0.00033412
10.0668	0.000262
10.281	0.00024096
10.4951	0.00019668
10.7093	0.0001347
10.9235	0.00008987
11.1377	0.000076365
11.3519	0.000069028
11.5661	0.000053301
11.7803	0.000035215
11.9944	0.000024868
12.2086	0.00002235
12.4228	0.000019461
12.637	0.000014214
12.8512	9.2501e-6
13.0654	7.0741e-6
13.2796	6.5055e-6
13.4937	5.3929e-6
13.7079	3.7413e-6
13.9221	2.4708e-6
14.1363	2.0549e-6
14.3505	1.8714e-6
14.5647	1.4687e-6
14.7789	9.7883e-7
14.9931	6.7787e-7
15.2072	6.0139e-7
15.4214	5.3017e-7
15.6356	3.9345e-7
15.8498	2.5645e-7
16.064	1.9137e-7
16.2782	1.7546e-7
16.4924	1.4766e-7
16.7065	1.0385e-7
16.9207	6.8088e-8
17.1349	5.5331e-8
17.3491	5.0672e-8
17.5633	4.0413e-8
17.7775	2.721e-8
17.9917	1.8524e-8
18.2059	1.6177e-8
18.42	1.4422e-8
18.6342	1.0877e-8
