0.0009637623015	0
0.482844913	19.32870645
0.9647260638	11.13942379
1.446607214	4.764730195
1.928488365	2.275520276
2.410369516	1.09214653
2.892250667	0.6161321969
3.374131817	0.2761806023
3.856012968	0.1643299442
4.337894119	0.06978430685
4.81977527	0.04369354374
5.30165642	0.01797282012
5.783537571	0.01145628099
6.265418722	0.004707767591
6.747299873	0.002969600841
7.229181023	0.001255651351
7.711062174	0.0007604681433
8.192943325	0.0003394163678
8.674824475	0.0001929845543
9.156705626	9.232054592e-05
9.638586777	4.859059552e-05
10.12046793	2.511612703e-05
10.60234908	1.218758359e-05
11.08423023	6.801257735e-06
11.56611138	3.062824876e-06
12.04799253	1.825866625e-06
12.52987368	7.762883183e-07
13.01175483	4.849202265e-07
13.49363598	1.996541902e-07
13.97551713	1.272760704e-07
14.45739828	5.227007103e-08
14.93927943	3.300087377e-08
15.42116059	1.393191024e-08
