1	9	3
2	8	8.485281374238571
2	10	9
3	7	15.87450786638754
3	9	33.94112549695429
3	11	20.12461179749811
4	6	22.44994432064365
4	8	72.74613391789285
4	10	88.18163074019441
5	5	25.09980079602227
5	7	109.9818166789402
5	9	205.757138393787
5	11	185.903200617956
6	4	22.44994432064365
6	6	125.4990039801113
6	8	325.330601081423
6	10	460.0869483043396
7	3	15.87450786638754
7	5	109.9818166789402
7	7	376.497011940334
7	9	751.3188404399293
7	11	890.9545442950499
8	2	8.485281374238571
8	4	72.74613391789285
8	6	325.330601081423
8	8	878.4930278607794
8	10	1490.852105341103
9	1	3
9	3	33.94112549695429
9	5	205.757138393787
9	7	751.3188404399293
9	9	1756.986055721559
9	11	2666.917321553107
10	2	9
10	4	88.18163074019441
10	6	460.0869483043396
10	8	1490.852105341103
10	10	3162.574900298805
11	3	20.12461179749811
11	5	185.903200617956
11	7	890.9545442950499
11	9	2666.917321553107
11	11	5270.958167164676
