1	8	8.48528137423857
2	7	22.44994432064365
2	9	24
3	6	38.88444419044716
3	8	83.99999999999999
3	10	50.91168824543142
4	5	50.19960159204453
4	7	164.9727250184102
4	9	205.7571383937869
4	11	92.951600308978
5	4	50.19960159204453
5	6	224.4994432064365
5	8	436.476803507357
5	10	411.5142767875739
6	3	38.88444419044716
6	5	224.4994432064365
6	7	614.8170459575759
6	9	920.173896608679
6	11	727.4613391789284
7	2	22.44994432064365
7	4	164.9727250184102
7	6	614.8170459575759
7	8	1328.156617270719
7	10	1690.467390989841
8	1	8.48528137423857
8	3	83.99999999999999
8	5	436.476803507357
8	7	1328.156617270719
8	9	2484.753508901839
8	11	2828.692984401099
9	2	24
9	4	205.7571383937869
9	6	920.173896608679
9	8	2484.753508901839
9	10	4216.76653373174
10	3	50.91168824543142
10	5	411.5142767875739
10	7	1690.467390989841
10	9	4216.76653373174
10	11	6667.293303882769
11	4	92.951600308978
11	6	727.4613391789284
11	8	2828.692984401099
11	10	6667.293303882769
