1	6	2.449489742783178
2	5	5.477225575051661
2	7	6
3	4	7.745966692414833
3	6	17.32050807568877
3	8	11.22497216032182
4	3	7.745966692414833
4	5	26.83281572999747
4	7	36.74234614174767
4	9	18.33030277982336
5	2	5.477225575051661
5	4	26.83281572999747
5	6	60
5	8	64.8074069840786
5	10	27.49545416973504
6	1	2.449489742783178
6	3	17.32050807568877
6	5	60
6	7	109.5445115010332
6	9	102.469507659596
6	11	38.88444419044716
7	2	6
7	4	36.74234614174767
7	6	109.5445115010332
7	8	177.4823934929885
7	10	150.5988047761336
8	3	11.22497216032182
8	5	64.8074069840786
8	7	177.4823934929885
8	9	265.6313234541439
8	11	210
9	4	18.33030277982336
9	6	102.469507659596
9	8	265.6313234541439
9	10	375.6594202199647
10	5	27.49545416973504
10	7	150.5988047761336
10	9	375.6594202199647
10	11	509.1168824543141
11	6	38.88444419044716
11	8	210
11	10	509.1168824543141
