1	4	4.47213595499958
2	3	7.745966692414834
2	5	8.944271909999159
3	2	7.745966692414834
3	4	18.97366596101028
3	6	14.14213562373095
4	1	4.47213595499958
4	3	18.97366596101028
4	5	32.86335345030997
4	7	20
5	2	8.944271909999159
5	4	32.86335345030997
5	6	48.98979485566357
5	8	26.45751311064591
6	3	14.14213562373095
6	5	48.98979485566357
6	7	67.0820393249937
6	9	33.46640106136302
7	4	20
7	6	67.0820393249937
7	8	86.94826047713664
7	10	40.98780306383839
8	5	26.45751311064591
8	7	86.94826047713664
8	9	108.4435336938077
8	11	48.98979485566357
9	6	33.46640106136302
9	8	108.4435336938077
9	10	131.4534138012399
10	7	40.98780306383839
10	9	131.4534138012399
10	11	155.884572681199
11	8	48.98979485566357
11	10	155.884572681199
