1	5	2.23606797749979
2	4	4.47213595499958
2	6	5.000000000000001
3	3	5.477225575051661
3	5	12.64911064067352
3	7	8.660254037844386
4	2	4.47213595499958
4	4	16.43167672515499
4	6	24.49489742783178
4	8	13.22875655532295
5	1	2.23606797749979
5	3	12.64911064067352
5	5	32.86335345030997
5	7	40.00000000000001
5	9	18.70828693386971
6	2	5.000000000000001
6	4	24.49489742783178
6	6	54.77225575051662
6	8	59.16079783099616
6	10	25.09980079602227
7	3	8.660254037844386
7	5	40.00000000000001
7	7	82.15838362577492
7	9	81.97560612767678
7	11	32.4037034920393
8	4	13.22875655532295
8	6	59.16079783099616
8	8	115.0217370760849
8	10	108.4435336938077
9	5	18.70828693386971
9	7	81.97560612767678
9	9	153.3623161014465
9	11	138.5640646055102
10	6	25.09980079602227
10	8	108.4435336938077
10	10	197.1801207018598
11	7	32.4037034920393
11	9	138.5640646055102
11	11	246.4751508773248
