1	8	2.82842712474619
2	7	7.483314773547884
2	9	8.000000000000002
3	6	12.96148139681572
3	8	28
3	10	16.97056274847714
4	5	16.73320053068151
4	7	54.99090833947009
4	9	68.58571279792899
4	11	30.98386676965934
5	4	16.73320053068151
5	6	74.83314773547883
5	8	145.4922678357857
5	10	137.171425595858
6	3	12.96148139681572
6	5	74.83314773547883
6	7	204.939015319192
6	9	306.7246322028931
6	11	242.4871130596428
7	2	7.483314773547884
7	4	54.99090833947009
7	6	204.939015319192
7	8	442.7188724235732
7	10	563.489130329947
8	1	2.82842712474619
8	3	28
8	5	145.4922678357857
8	7	442.7188724235732
8	9	828.2511696339463
8	11	942.8976614670332
9	2	8.000000000000002
9	4	68.58571279792899
9	6	306.7246322028931
9	8	828.2511696339463
9	10	1405.588844577247
10	3	16.97056274847714
10	5	137.171425595858
10	7	563.489130329947
10	9	1405.588844577247
10	11	2222.431101294257
11	4	30.98386676965934
11	6	242.4871130596428
11	8	942.8976614670332
11	10	2222.431101294257
