1	4	2
2	3	3.464101615137754
2	5	4
3	2	3.464101615137754
3	4	8.48528137423857
3	6	6.324555320336759
4	1	2
4	3	8.48528137423857
4	5	14.69693845669907
4	7	8.944271909999159
5	2	4
5	4	14.69693845669907
5	6	21.90890230020664
5	8	11.83215956619923
6	3	6.324555320336759
6	5	21.90890230020664
6	7	30
6	9	14.96662954709577
7	4	8.944271909999159
7	6	30
7	8	38.88444419044716
7	10	18.33030277982336
8	5	11.83215956619923
8	7	38.88444419044716
8	9	48.49742261192856
8	11	21.90890230020664
9	6	14.96662954709577
9	8	48.49742261192856
9	10	58.78775382679627
10	7	18.33030277982336
10	9	58.78775382679627
10	11	69.7137002317335
11	8	21.90890230020664
11	10	69.7137002317335
