1	9	9.486832980505138
2	8	26.83281572999748
2	10	28.46049894151541
3	7	50.19960159204454
3	9	107.3312629199899
3	11	63.63961030678928
4	6	70.9929573971954
4	8	230.0434741521698
4	10	278.854800926934
5	5	79.37253933193772
5	7	347.7930419085465
5	9	650.6612021628461
5	11	587.8775382679627
6	4	70.9929573971954
6	6	396.8626966596886
6	8	1028.785691968935
6	10	1454.922678357857
7	3	50.19960159204454
7	5	347.7930419085465
7	7	1190.588089979066
7	9	2375.8787847868
7	11	2817.445651649735
8	2	26.83281572999748
8	4	230.0434741521698
8	6	1028.785691968935
8	8	2778.03887661782
8	10	4714.488307335166
9	1	9.486832980505138
9	3	107.3312629199899
9	5	650.6612021628461
9	7	2375.8787847868
9	9	5556.077753235641
9	11	8433.533067463481
10	2	28.46049894151541
10	4	278.854800926934
10	6	1454.922678357857
10	8	4714.488307335166
10	10	10000.93995582415
11	3	63.63961030678928
11	5	587.8775382679627
11	7	2817.445651649735
11	9	8433.533067463481
11	11	16668.23325970692
