0.0008620441071	0
0.4318840976	28.59830408
0.8629061512	19.84444884
1.293928205	12.74520639
1.724950258	6.183192812
2.155972312	2.771955251
2.586994365	1.484709162
3.018016419	0.819592078
3.449038472	0.4775625607
3.880060526	0.2298937496
4.31108258	0.1393670466
4.742104633	0.06599169444
5.173126687	0.04214392875
5.60414874	0.01920137751
6.035170794	0.01253245668
6.466192847	0.005673556865
6.897214901	0.00371735844
7.328236954	0.001707875161
7.759259008	0.001093071233
8.190281061	0.0005218596867
8.621303115	0.0003191778038
9.052325168	0.000161231185
9.483347222	9.263780201e-05
9.914369276	5.006421249e-05
10.34539133	2.680755203e-05
10.77641338	1.554136619e-05
11.20743544	7.761289154e-06
11.63845749	4.799558961e-06
12.06947954	2.258658742e-06
12.5005016	1.474082042e-06
12.93152365	6.645446848e-07
13.3625457	4.484840421e-07
13.79356776	1.986987267e-07
14.22458981	1.350929755e-07
14.65561186	6.038290513e-08
15.08663392	4.028425744e-08
15.51765597	1.862731237e-08
15.94867803	1.189455267e-08
